Organism_name	Host_Class	Virus_Class	Host_genus	CAI	Host	median	CodonSum
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	bird	DNA virus	Anser	0.571171681924071	Anser_cygnoides.GooseV1.0	0.5967326	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	bird	DNA virus	Anser	0.547677823844953	Anser_cygnoides.GooseV1.0	0.5967326	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	bird	DNA virus	Anser	0.610786581764571	Anser_cygnoides.GooseV1.0	0.5967326	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	bird	DNA virus	Anser	0.563908760881323	Anser_cygnoides.GooseV1.0	0.5967326	617
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	bird	DNA virus	Anser	0.560695474253771	Anser_cygnoides.GooseV1.0	0.5967326	612
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	bird	DNA virus	Anser	0.56519974307753	Anser_cygnoides.GooseV1.0	0.5967326	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	bird	DNA virus	Anser	0.602723876031712	Anser_cygnoides.GooseV1.0	0.5967326	653
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1	bird	DNA virus	Anser	0.547157701402957	Anser_cygnoides.GooseV1.0	0.5967326	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	bird	DNA virus	Anser	0.591400922789699	Anser_cygnoides.GooseV1.0	0.5967326	651
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	bird	DNA virus	Anser	0.550302201052864	Anser_cygnoides.GooseV1.0	0.5967326	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	bird	DNA virus	Anser	0.550702278577209	Anser_cygnoides.GooseV1.0	0.5967326	646
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	bird	DNA virus	Anser	0.590816662525025	Anser_cygnoides.GooseV1.0	0.5967326	656
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	bird	DNA virus	Anser	0.559071830146512	Anser_cygnoides.GooseV1.0	0.5967326	628
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	bird	DNA virus	Anser	0.624243847989577	Anser_cygnoides.GooseV1.0	0.5967326	555
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1	bird	DNA virus	Anser	0.578887664086022	Anser_cygnoides.GooseV1.0	0.5967326	622
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	bird	DNA virus	Anser	0.579465226109158	Anser_cygnoides.GooseV1.0	0.5967326	639
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	bird	DNA virus	Anser	0.608382001470297	Anser_cygnoides.GooseV1.0	0.5967326	620
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1	bird	DNA virus	Anser	0.609582137521588	Anser_cygnoides.GooseV1.0	0.5967326	632
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	bird	DNA virus	Anser	0.599120009061155	Anser_cygnoides.GooseV1.0	0.5967326	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	bird	DNA virus	Anser	0.601087124832851	Anser_cygnoides.GooseV1.0	0.5967326	670
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	bird	DNA virus	Anser	0.551671468934566	Anser_cygnoides.GooseV1.0	0.5967326	626
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	bird	DNA virus	Anser	0.571868803565148	Anser_cygnoides.GooseV1.0	0.5967326	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	bird	DNA virus	Anser	0.599420050015767	Anser_cygnoides.GooseV1.0	0.5967326	658
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	bird	DNA virus	Anser	0.577639680981227	Anser_cygnoides.GooseV1.0	0.5967326	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	bird	DNA virus	Anser	0.614725422998953	Anser_cygnoides.GooseV1.0	0.5967326	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	bird	DNA virus	Anser	0.622878715608927	Anser_cygnoides.GooseV1.0	0.5967326	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	bird	DNA virus	Anser	0.539739688087018	Anser_cygnoides.GooseV1.0	0.5967326	604
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	bird	DNA virus	Anser	0.630080425186054	Anser_cygnoides.GooseV1.0	0.5967326	567
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	bird	DNA virus	Anser	0.567416014254531	Anser_cygnoides.GooseV1.0	0.5967326	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	bird	DNA virus	Anser	0.561190990911423	Anser_cygnoides.GooseV1.0	0.5967326	630
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	bird	DNA virus	Anser	0.588711174566967	Anser_cygnoides.GooseV1.0	0.5967326	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	bird	DNA virus	Anser	0.639684791201075	Anser_cygnoides.GooseV1.0	0.5967326	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	bird	DNA virus	Anser	0.618746460412395	Anser_cygnoides.GooseV1.0	0.5967326	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	bird	DNA virus	Anser	0.639141251780741	Anser_cygnoides.GooseV1.0	0.5967326	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	bird	DNA virus	Anser	0.571192070134232	Anser_cygnoides.GooseV1.0	0.5967326	640
Goose astrovirus :Goose astrovirus:ssRNA(+):Anser:GCF_002146085.1	bird	RNA virus	Anser	0.516456620806337	Anser_cygnoides.GooseV1.0	0.5967326	1800
Goose circovirus :Circovirus goose:ssDNA(+/-):Anser sp.:GCF_000837325.1	bird	DNA virus	Anser	0.521271894822003	Anser_cygnoides.GooseV1.0	0.5967326	762
Goose parvovirus :Dependoparvovirus anseriform1:ssDNA(+/-):Anser anser:GCF_000839685.1	bird	DNA virus	Anser	0.558628562794228	Anser_cygnoides.GooseV1.0	0.5967326	1893
Goose picornavirus 1 :Ludopivirus A:ssRNA(+):Anser albifrons:GCF_004131145.1	bird	RNA virus	Anser	0.568354098347609	Anser_cygnoides.GooseV1.0	0.5967326	2419
Infectious bronchitis virus :Avian coronavirus:ssRNA(+):Gallus gallus:GCF_012271575.1	bird	RNA virus	Anser	0.467638963636779	Anser_cygnoides.GooseV1.0	0.5967326	8795
Influenza A virus (A/California/07/2009(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_001343785.1	bird	RNA virus	Anser	0.513264141971034	Anser_cygnoides.GooseV1.0	0.5967326	4681
Influenza A virus (A/Hong Kong/1073/99(H9N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000851145.1	bird	RNA virus	Anser	0.519852493625763	Anser_cygnoides.GooseV1.0	0.5967326	4458
Influenza A virus (A/Korea/426/1968(H2N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000866645.1	bird	RNA virus	Anser	0.517006226592351	Anser_cygnoides.GooseV1.0	0.5967326	4809
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000865725.1	bird	RNA virus	Anser	0.521706663784723	Anser_cygnoides.GooseV1.0	0.5967326	4789
Influenza A virus (A/Shanghai/02/2013(H7N9)) :Alphainfluenzavirus influenzae:ssRNA(-):Homo sapiens:GCF_000928555.1	bird	RNA virus	Anser	0.525992307870865	Anser_cygnoides.GooseV1.0	0.5967326	4783
Parvoviridae sp. :Parvoviridae sp.:ssDNA(+/-):Grus japonensis:GCF_003389915.1	bird	DNA virus	Anser	0.43606399277113	Anser_cygnoides.GooseV1.0	0.5967326	1197
Parvoviridae sp. :Parvoviridae sp.:ssDNA(+/-):Grus japonensis:GCF_003389935.1	bird	DNA virus	Anser	0.442446083938983	Anser_cygnoides.GooseV1.0	0.5967326	1140
Picornavirales sp. :Picornavirales sp.:ssRNA(+):Rodentia:GCF_013086155.1	bird	RNA virus	Anser	0.53733205665935	Anser_cygnoides.GooseV1.0	0.5967326	2289
Picornavirales sp. :Picornavirales sp.:ssRNA(+):Rodentia:GCF_013086165.1	bird	RNA virus	Anser	0.504125208218968	Anser_cygnoides.GooseV1.0	0.5967326	2497
Picornaviridae sp. :Picornaviridae sp.:ssRNA(+):Grus japonensis:GCF_003389975.1	bird	RNA virus	Anser	0.506526228172451	Anser_cygnoides.GooseV1.0	0.5967326	2231
Severe fever with thrombocytopenia syndrome virus :Bandavirus dabieense:ssRNA(+/-):Homo sapiens:GCF_003087855.1	bird	RNA virus	Anser	0.577680529824241	Anser_cygnoides.GooseV1.0	0.5967326	3695
Snow goose hepatitis B virus :Duck hepatitis B virus:dsDNA-RT:Anser caerulescens:GCF_000844545.1	bird	DNA virus	Anser	0.491697421115324	Anser_cygnoides.GooseV1.0	0.5967326	1850
Tembusu virus :Orthoflavivirus tembusu:ssRNA(+):Anatidae:GCF_000894755.1	bird	RNA virus	Anser	0.555687749620318	Anser_cygnoides.GooseV1.0	0.5967326	3425
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	bird	RNA virus	Anser	0.592371704284681	Anser_cygnoides.GooseV1.0	0.5967326	4621
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	bird	RNA virus	Anser	0.591070771187847	Anser_cygnoides.GooseV1.0	0.5967326	7181
avian paramyxovirus 13 :Orthoavulavirus japanense:ssRNA(-):Anser sp.:GCF_001654405.1	bird	RNA virus	Anser	0.478223720431092	Anser_cygnoides.GooseV1.0	0.5967326	4610
Human alphaherpesvirus 1 :Simplexvirus humanalpha1:dsDNA::GCF_000859985.2	other mammals	DNA virus	Aotus	0.674366818541223	Aotus_nancymaae.Anan_2.0	0.73393185	41019
Pegivirus platyrrhini :Pegivirus platyrrhini:ssRNA(+)::GCF_000847425.1	other mammals	RNA virus	Aotus	0.697558380317772	Aotus_nancymaae.Anan_2.0	0.73393185	2942
Pegivirus platyrrhini :Pegivirus platyrrhini:ssRNA(+)::GCF_002821105.1	other mammals	RNA virus	Aotus	0.697601648099031	Aotus_nancymaae.Anan_2.0	0.73393185	2850
Torque teno douroucouli virus :Zetatorquevirus aotid1:ssDNA(-):Aotus trivirgatus:GCF_000889835.1	other mammals	DNA virus	Aotus	0.719331397489979	Aotus_nancymaae.Anan_2.0	0.73393185	1001
Torque teno virus :Torque teno virus:ssDNA(-)::GCF_018580245.1	other mammals	DNA virus	Aotus	0.649888217133829	Aotus_nancymaae.Anan_2.0	0.73393185	1044
Yellow fever virus :Orthoflavivirus flavi:ssRNA(+)::GCF_000857725.1	other mammals	RNA virus	Aotus	0.716672137339804	Aotus_nancymaae.Anan_2.0	0.73393185	3411
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	bird	RNA virus	Aquila	0.578966338392428	Aquila_chrysaetos_chrysaetos.bAquChr1.2	0.65600285	4621
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	bird	RNA virus	Aquila	0.565992224037294	Aquila_chrysaetos_chrysaetos.bAquChr1.2	0.65600285	4576
Avian orthoreovirus :Avian orthoreovirus:dsRNA::GCF_000891595.1	bird	RNA virus	Aquila	0.601537721102428	Aquila_chrysaetos_chrysaetos.bAquChr1.2	0.65600285	7356
Avian orthoreovirus :Avian orthoreovirus:dsRNA:Hypsipetes amaurotis:GCF_003092915.1	bird	RNA virus	Aquila	0.608673183055192	Aquila_chrysaetos_chrysaetos.bAquChr1.2	0.65600285	7615
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	bird	RNA virus	Aquila	0.651440510117276	Aquila_chrysaetos_chrysaetos.bAquChr1.2	0.65600285	4621
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	bird	RNA virus	Aquila	0.648501404893977	Aquila_chrysaetos_chrysaetos.bAquChr1.2	0.65600285	7181
Arabidopsis halleri partitivirus 1 :Arabidopsis halleri partitivirus 1:dsRNA:Arabidopsis halleri:GCF_001725875.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.61099185168025	Arabidopsis_lyrata.v.1.0	0.6170898	1072
Arabidopsis latent virus-1 :Comovirus arabidopsis:ssRNA(+):Arabidopsis thaliana:GCF_023156655.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.590690728858984	Arabidopsis_lyrata.v.1.0	0.6170898	2894
Citrus leprosis virus C :Cilevirus leprosis:ssRNA(+):Citrus sinensis:GCF_000868185.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.632536732768258	Arabidopsis_lyrata.v.1.0	0.6170898	3953
Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.610177963889724	Arabidopsis_lyrata.v.1.0	0.6170898	2457
Impatiens necrotic spot virus :Orthotospovirus impatiensnecromaculae:ssRNA(+/-)::GCF_000852025.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.578360714304147	Arabidopsis_lyrata.v.1.0	0.6170898	4989
Pepper ringspot virus :Pepper ringspot virus:ssRNA(+)::GCF_000852885.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.634445746918284	Arabidopsis_lyrata.v.1.0	0.6170898	3463
Potato virus X :Potato virus X:ssRNA(+)::GCF_000866465.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.599560891683697	Arabidopsis_lyrata.v.1.0	0.6170898	2104
Turnip mosaic virus :Turnip mosaic virus:ssRNA(+)::GCF_000863465.1	eudicotyledons_Plant	RNA virus	Arabidopsis	0.583874002092429	Arabidopsis_lyrata.v.1.0	0.6170898	3164
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124385.1	bat	RNA virus	Artibeus	0.627212987101756	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	2258
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124395.1	bat	RNA virus	Artibeus	0.655313276940552	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	8761
Alphacoronavirus sp. :Alphacoronavirus sp.:ssRNA(+)::GCF_023124405.1	bat	RNA virus	Artibeus	0.636210789952137	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	2262
Artibeus jamaicensis parvovirus 1 :Artiparvovirus chiropteran1:ssDNA(+/-):Artibeus jamaicensis:GCF_000894295.1	bat	DNA virus	Artibeus	0.63971496675443	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	1501
Bat alphacoronavirus :Bat alphacoronavirus:ssRNA(+):Desmodus rotundus:GCF_023148835.1	bat	RNA virus	Artibeus	0.659396958172693	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	9032
Bat alphacoronavirus :Bat alphacoronavirus:ssRNA(+):Myotis daubentonii:GCF_023122875.1	bat	RNA virus	Artibeus	0.645789019246409	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	9074
Bat coronavirus :Bat coronavirus:ssRNA(+):Eidolon helvum:GCF_012271725.1	bat	RNA virus	Artibeus	0.614518530944046	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	9480
Bat coronavirus :Bat coronavirus:ssRNA(+):Pipistrellus:GCF_002118885.1	bat	RNA virus	Artibeus	0.629809289072502	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	10023
Bat mastadenovirus :Bat mastadenovirus:dsDNA:Vespertilio sinensis:GCF_006415515.1	bat	DNA virus	Artibeus	0.636002171470006	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	10069
Chikungunya virus :Chikungunya virus:ssRNA(+)::GCF_000854045.1	bat	RNA virus	Artibeus	0.639765584439394	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3722
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	bat	RNA virus	Artibeus	0.64389084644622	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3615
Mammarenavirus tacaribeense :Mammarenavirus tacaribeense:ssRNA(+/-)::GCF_000853285.1	bat	RNA virus	Artibeus	0.625959913329647	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3370
Nepuyo virus :Orthobunyavirus maritubaense:ssRNA(-):Mus:GCF_009732475.1	bat	RNA virus	Artibeus	0.541099947630697	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	4022
Orthorubulavirus suis :Orthorubulavirus suis:ssRNA(-)::GCF_000871825.1	bat	RNA virus	Artibeus	0.618477944181374	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	4657
Venezuelan equine encephalitis virus :Venezuelan equine encephalitis virus:ssRNA(+)::GCF_000862105.1	bat	RNA virus	Artibeus	0.665183522396852	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	6454
Venezuelan equine encephalitis virus :Venezuelan equine encephalitis virus:ssRNA(+)::GCF_002889695.1	bat	RNA virus	Artibeus	0.661246916602534	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	5626
Zika virus :Orthoflavivirus zikaense:ssRNA(+):Homo sapiens:GCF_002366285.1	bat	RNA virus	Artibeus	0.674389162111226	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3423
Zika virus :Orthoflavivirus zikaense:ssRNA(+):Simiiformes:GCF_000882815.3	bat	RNA virus	Artibeus	0.67834991913611	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3419
dengue virus type 1 :Orthoflavivirus denguei:ssRNA(+)::GCF_000862125.1	bat	RNA virus	Artibeus	0.619575823182431	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3392
dengue virus type 2 :Orthoflavivirus denguei:ssRNA(+)::GCF_000871845.1	bat	RNA virus	Artibeus	0.628197640400187	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3391
dengue virus type 3 :Orthoflavivirus denguei:ssRNA(+)::GCF_000866625.1	bat	RNA virus	Artibeus	0.625129703126445	Artibeus_jamaicensis.GCF_021234435.1_CSHL_Jam_final	0.729645	3390
Asparagus virus 1 :Asparagus virus 1:ssRNA(+)::GCF_000928895.1	Liliopsida_Plant	RNA virus	Asparagus	0.642632992213239	Asparagus_officinalis.Aspof.V1	0.6790075	3112
Asparagus virus 2 :Asparagus virus 2:ssRNA(+)::GCF_000881975.1	Liliopsida_Plant	RNA virus	Asparagus	0.676935611763249	Asparagus_officinalis.Aspof.V1	0.6790075	2557
Plant associated genomovirus 13 :Gemycircularvirus willde1:ssDNA:Willdenowia:GCF_018584115.1	Liliopsida_Plant	DNA virus	Asparagus	0.670801200781396	Asparagus_officinalis.Aspof.V1	0.6790075	654
Plant associated genomovirus 21 :Gemycircularvirus aspar1:ssDNA:Asparagus:GCF_018584145.1	Liliopsida_Plant	DNA virus	Asparagus	0.67800739657679	Asparagus_officinalis.Aspof.V1	0.6790075	614
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1	bird	RNA virus	Athene	0.615675345980806	Athene_cunicularia.athCun1	0.67990745	4621
Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1	bird	RNA virus	Athene	0.603585386394091	Athene_cunicularia.athCun1	0.67990745	4576
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	bird	RNA virus	Athene	0.684041136516153	Athene_cunicularia.athCun1	0.67990745	4621
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	bird	RNA virus	Athene	0.680947647877804	Athene_cunicularia.athCun1	0.67990745	7181
Dolphin morbillivirus :Morbillivirus ceti:ssRNA(-)::GCF_000857405.1	other mammals	RNA virus	Balaenoptera	0.623944900829093	Balaenoptera_musculus.mBalMus1.v2	0.7367812	4880
Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1	eudicotyledons_Plant	RNA virus	Beta	0.594563585889565	Beta_vulgaris.RefBeet-1.2.2	0.6321054	2437
Arabis mosaic virus :Nepovirus arabis:ssRNA(+):Vitis vinifera:GCF_000855205.1	eudicotyledons_Plant	RNA virus	Beta	0.616605846322206	Beta_vulgaris.RefBeet-1.2.2	0.6321054	3394
Artichoke Italian latent virus :Nepovirus italiaense:ssRNA(+)::GCF_005410585.1	eudicotyledons_Plant	RNA virus	Beta	0.608224024588574	Beta_vulgaris.RefBeet-1.2.2	0.6321054	3627
Beet black scorch virus :Betanecrovirus betae:ssRNA(+)::GCF_000855285.1	eudicotyledons_Plant	RNA virus	Beta	0.603336869064645	Beta_vulgaris.RefBeet-1.2.2	0.6321054	1331
Beet chlorosis virus :Beet chlorosis virus:ssRNA(+)::GCF_000847745.1	eudicotyledons_Plant	RNA virus	Beta	0.566753292776942	Beta_vulgaris.RefBeet-1.2.2	0.6321054	3027
Beet cryptic virus 2 :Beet cryptic virus 2:dsRNA:Beta vulgaris:GCF_002868515.1	eudicotyledons_Plant	RNA virus	Beta	0.601451038643074	Beta_vulgaris.RefBeet-1.2.2	0.6321054	1294
Beet curly top Iran virus :Beet curly top Iran virus:ssDNA(+/-):Beta vulgaris subsp. vulgaris:GCF_000879795.1	eudicotyledons_Plant	DNA virus	Beta	0.625793239131307	Beta_vulgaris.RefBeet-1.2.2	0.6321054	863
Beet curly top virus :Beet curly top virus:ssDNA(+/-)::GCF_000843505.1	eudicotyledons_Plant	DNA virus	Beta	0.618876613842291	Beta_vulgaris.RefBeet-1.2.2	0.6321054	1137
Beet mild yellowing virus :Beet mild yellowing virus:ssRNA(+)::GCF_000857745.1	eudicotyledons_Plant	RNA virus	Beta	0.561955777282555	Beta_vulgaris.RefBeet-1.2.2	0.6321054	3022
Beet soil-borne mosaic virus :Beet soil-borne mosaic virus:ssRNA(+)::GCF_002867265.1	eudicotyledons_Plant	RNA virus	Beta	0.66837767393581	Beta_vulgaris.RefBeet-1.2.2	0.6321054	4401
Beet soil-borne virus :Beet soil-borne virus:ssRNA(+)::GCF_000851945.1	eudicotyledons_Plant	RNA virus	Beta	0.620455078578156	Beta_vulgaris.RefBeet-1.2.2	0.6321054	3780
Beet virus Q :Beet virus Q:ssRNA(+):Beta vulgaris:GCF_000855145.1	eudicotyledons_Plant	RNA virus	Beta	0.586715116939745	Beta_vulgaris.RefBeet-1.2.2	0.6321054	4807
Beet western yellows virus :Beet western yellows virus:ssRNA(+)::GCF_000852565.1	eudicotyledons_Plant	RNA virus	Beta	0.563482713498208	Beta_vulgaris.RefBeet-1.2.2	0.6321054	2979
Beet yellows virus :Beet yellows virus:ssRNA(+)::GCF_000860605.1	eudicotyledons_Plant	RNA virus	Beta	0.568529507433615	Beta_vulgaris.RefBeet-1.2.2	0.6321054	5076
Beta vulgaris mitovirus 1 :Duamitovirus bevu1:ssRNA(+):Beta vulgaris:GCF_023122865.1	eudicotyledons_Plant	RNA virus	Beta	0.580034763149289	Beta_vulgaris.RefBeet-1.2.2	0.6321054	793
Cherry leaf roll virus :Nepovirus avii:ssRNA(+):Rheum:GCF_000893515.1	eudicotyledons_Plant	RNA virus	Beta	0.576155882481092	Beta_vulgaris.RefBeet-1.2.2	0.6321054	3701
Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	eudicotyledons_Plant	RNA virus	Beta	0.604986334429741	Beta_vulgaris.RefBeet-1.2.2	0.6321054	2457
Grapevine Red Globe virus :Grapevine Red Globe virus:ssRNA(+):Vitis vinifera:GCF_001698255.1	eudicotyledons_Plant	RNA virus	Beta	0.598896379655336	Beta_vulgaris.RefBeet-1.2.2	0.6321054	2212
Grapevine berry inner necrosis virus :Grapevine berry inner necrosis virus:ssRNA(+)::GCF_000893215.1	eudicotyledons_Plant	RNA virus	Beta	0.637165641833567	Beta_vulgaris.RefBeet-1.2.2	0.6321054	2411
Grapevine fabavirus :Fabavirus vitis:ssRNA(+):Vitis vinifera:GCF_003033815.1	eudicotyledons_Plant	RNA virus	Beta	0.62253613941442	Beta_vulgaris.RefBeet-1.2.2	0.6321054	2809
Grapevine leafroll-associated virus 2 :Grapevine leafroll-associated virus 2:ssRNA(+)::GCF_000864185.1	eudicotyledons_Plant	RNA virus	Beta	0.559600788684258	Beta_vulgaris.RefBeet-1.2.2	0.6321054	4930
Potato virus Y :Potato virus Y:ssRNA(+)::GCF_000862905.1	eudicotyledons_Plant	RNA virus	Beta	0.60882001724403	Beta_vulgaris.RefBeet-1.2.2	0.6321054	3063
