Geneid,Length,mono_Ctrl_1,mono_Ctrl_2,mono_XS1_1,mono_XS1_2,mono_XS2_1,mono_XS2_2,mono_XS4_1,mono_XS4_2
ENSG00000134709,2184,868,1283.5,960,950.83,789,1231,836,1262
ENSG00000137936,2559,387,470.5,345,383,280,424.5,291,389
ENSG00000143032,1161,102,148,125,128,91.5,152,99,146
ENSG00000178028,1479,1521.5,1883,1710,1879,1393,1920,1422,1953.5
ENSG00000168710,1590,3610,4682,4307.83,4613,3664,5244.5,3571.5,4993
ENSG00000117519,987,6182.67,8041,7615.5,7321.5,6288.5,8889,6054,9192.25
ENSG00000134215,2736,188.5,225.5,186,200.5,147,239.5,150,212.5
ENSG00000188641,3111,137,176,189,164,138.5,229.5,143,215
ENSG00000152078,789,109.5,144,129.75,124.25,115,190,100.25,157.5
ENSG00000185668,1353,104.92,137,110.92,131.83,93.08,119.5,87.92,131.17
ENSG00000171492,2574,193,271,271,279,203,288,234,343
ENSG00000170989,1146,53,77,73,82,58,92,41,85
ENSG00000186086,2001,0,0,0.25,0,0.7,0,0,0
ENSG00000055732,1704,225,257,230,290,154,321,198,309
ENSG00000116299,3072,3,3,13,5.5,4,8.5,7,6
ENSG00000137962,3873,256.5,409.5,311,341.2,268,414,282,411
ENSG00000198691,7060,3,1,1,3,3,2,9,19
ENSG00000079739,2108,2366.5,2814,2359,2545.5,2169,2940,2004.33,2753.5
ENSG00000117154,1401,4,3,6,2,0,6,2,6
ENSG00000162377,693,952,1269,1142,1310.5,1024,1397,1092,1695.25
ENSG00000116670,764,2157.5,2484,2363,2444,2012,2859,2056,3089
ENSG00000116774,1272,8,9,9,12,4,4,3,7
ENSG00000269113,1551,34,40,45,44,33,42,36,52.5
ENSG00000023909,822,732,879,815.5,925,693.5,1038.5,630,1124
ENSG00000117133,1068,1936.5,2479,2423,2578,2011.5,2871.5,2184.25,3236
ENSG00000069702,2660,672,872,650.5,674,546.5,828,468.5,732.5
ENSG00000117461,1383,171,244.25,206.25,221.75,179.5,248.5,200.75,271
ENSG00000198198,10361,373.33,553,440.5,450.5,367.5,469.1,356.5,501.5
ENSG00000116793,2361,124,182.5,167.5,180,123,200,138.25,216
ENSG00000134201,794,34.44,36.75,35.72,32.93,26.73,37.46,25.5,40.01
ENSG00000116455,1062,3358,4176,3831.5,4359,3098,4327.33,3439,5147
ENSG00000213366,765,772.92,929.2,778.28,813.67,712.96,972.81,717.72,924.96
ENSG00000117525,885,37,28.5,42,41,37,44,38,44
ENSG00000099260,1694,20,27,27,24,25,42,28,44
ENSG00000282608,973,0,0,0,0,0,0,0,1
ENSG00000134258,975,0,0,0,0,0,0,0,0
ENSG00000162692,2217,1,1,0,0,1,0,0,0
ENSG00000163349,3729,1343,1574,1315,1350,1121.5,1660,1013,1556
ENSG00000134222,1121,694,789,675,741,543,762,522,790
ENSG00000181656,1152,18,22,16,18,8,15,15,13
ENSG00000122481,813,306,368,324,371.5,272.5,431,276,414.5
ENSG00000198162,1997,356,433.5,411.67,443,320.5,485,338.5,513
ENSG00000196369,1377,261.16,320,301.33,306.17,250.6,361.63,214.45,332.45
ENSG00000171517,1059,124,159,147,160,120,228,126,167
ENSG00000117543,855,800,1032,927,880,731,1070,800,1222
ENSG00000143079,1917,482,567.5,527,583,462,677,431,680
ENSG00000134243,2529,2003.5,2456,2097.5,2327,1721,2571.33,1686.33,2421.5
ENSG00000134250,7764,6202.67,8129.97,5893.03,6251.22,4522.27,7064.27,4768.85,6910.75
ENSG00000162643,2735,130,129,124,121,118,151,92,149
ENSG00000143093,2566,1625,2131,1805,2016,1524,2134,1496,2329
ENSG00000188761,515,0,0,0,1,1,0,1,1
ENSG00000085491,1722,1605.33,2090.5,1925.5,1957.5,1632,2327,1562.5,2289
ENSG00000117598,1152,7,11,8,12,10,10,7,11
ENSG00000221986,1062,2,1,0,2,1,0,0,0
ENSG00000173947,573,23,32,30,30,23,29,35,52
ENSG00000134198,663,107,128,121,102.5,111,131,108,119
ENSG00000215784,447,90.37,130.75,109.5,107.58,90.75,128.92,88,145.92
ENSG00000155363,3009,1837,2023,1749,1905.5,1592,2034.5,1461,2197
ENSG00000198799,3195,646,841.5,662.5,763,750,1166.5,881,1128
ENSG00000143106,723,5529,6885,6471.25,7031,5359,7933.5,5704.5,8746.83
ENSG00000117620,1458,120.72,163,138.5,166.5,122.5,194.5,142.5,177.17
ENSG00000162688,4739,2648.5,3543.5,2963,2660,2469,3496,2355.5,3649
ENSG00000197106,2181,46,74,49.5,63,71,74,54,69
ENSG00000271601,1011,886,1078.33,902,1067.5,811,1149,759,1155
ENSG00000203859,1116,0,0,0,0,0,0,0,0
ENSG00000134242,2632,1,3,1,1,0,4,4,0
ENSG00000060718,5863,2,0,0,0,1,0,0,1
ENSG00000185946,1551,194.5,254,213.5,203,194,270.5,197,252.5
ENSG00000162627,1461,679,827.67,702,812,600.67,935.17,638,889.5
ENSG00000134262,2217,397,570.5,489,645,423,637.5,498.5,737
ENSG00000186141,1602,1057.5,1277,1303,1332,1067,1499.5,1175,1721
ENSG00000031698,1608,6047.5,7332.75,6851,7691.5,5884.5,8597.33,6366.5,9132.5
ENSG00000162695,1146,436,642.5,506.5,551.5,430.5,654.5,496,724
ENSG00000134184,711,105.79,130.47,119.34,120.55,105.09,134.41,102.08,145.31
ENSG00000265808,764,914.19,1201.33,1132.16,1264.14,970.92,1399.63,973.78,1550.96
ENSG00000162601,2577,322.33,437,369,395,387,555,415,605
ENSG00000271810,813,918.67,1024.17,1026.67,1063.83,800.5,1143,775.58,1182.5
ENSG00000272031,1488,60,63,74,76,59,62,65,69
ENSG00000174332,2385,53,59,64,60.5,52,64,41,48
ENSG00000134247,2637,1872.5,2367,2076,2196,1645,2450.5,1668,2359
ENSG00000116752,675,2149.25,2852.33,2776.25,2873.58,2154.83,3305.42,2458.92,3979.92
ENSG00000162664,1801,1268.33,1639,1452,1546,1265,1690,1359,1967.5
ENSG00000134253,1806,158,202,179,192,160,182,125,197.5
ENSG00000173218,1572,498,615,532,498,403,573,375,577
ENSG00000168509,1278,0,1,1,0,0,0,0,0
ENSG00000121933,1153,0,0,0.5,0,1,0,0,1
ENSG00000183508,1173,302,380,289,323,259,396,276,351
ENSG00000174827,1557,0.5,1.5,1,0.5,0,3,0,1
ENSG00000136631,2031,1225,1594,1524,1508,1092.14,1625.5,1233,1877
ENSG00000286019,747,116.17,132.22,131.35,130.98,111.93,156.3,109.5,153.87
ENSG00000265491,912,412,614,531.33,572,429.67,611,443.67,679.5
ENSG00000198765,2928,0,0,0,0,0,1,0,0
ENSG00000143398,1857,2193.91,2817.16,2565.33,2689.25,2053.58,3062.91,2240.83,3449.08
ENSG00000196505,1533,513.5,666.5,551.5,579,485.5,671,467.5,723.5
ENSG00000117360,2049,1363.5,1738.17,1481,1598.67,1307.67,1761.33,1411.67,2029.17
ENSG00000154451,1758,1,3.53,2,4,3.5,2.5,3,5.5
ENSG00000118655,1596,309.5,499,392.5,502,394.5,536.5,416,585
ENSG00000269713,3333,25,25.05,26.85,33.06,19.89,26.36,23.2,31.88
ENSG00000256374,492,1.54,2.89,0.73,1.76,1.45,1.97,0.96,1.77
ENSG00000268043,4371,25.99,36.62,37.35,39.53,25.68,41.83,33.6,50.19
ENSG00000116489,858,3903.42,5142.83,4608.33,4863.5,3846.83,5765.41,4042.92,6078.25
ENSG00000155367,1621,93.5,114,94,126.5,102.5,150.5,104,113
ENSG00000134200,414,0,0,0,0,0,0,0,0
ENSG00000143442,4349,1046.5,1613,1474,1442,1260,1696,1118,1405.5
ENSG00000118292,456,177,185,180.5,189,149,225,187.5,235.5
ENSG00000065183,2879,2860.5,3656.33,3408,3414.5,2961,4056,3130.5,4553
ENSG00000235942,240,0,0,0,0,1,0,0,0
ENSG00000023902,1227,340,402,414.5,457,369,474,324,504.5
ENSG00000163393,1641,17,20,14,13,14,29,21,14
ENSG00000131778,2807,1783,2220.5,2007,2204,1728,2500.5,1665.5,2545
ENSG00000163156,690,905.5,1171,1174,1369,1010,1469,1084,1644.5
ENSG00000143631,12183,0,1,0,0,8,0,1,2
ENSG00000159377,792,10307,12466,11830.5,12881,9886.83,13723,9992,14998.5
ENSG00000270339,492,1.54,4.95,8.73,2.31,6.1,6.21,6.43,9.56
ENSG00000156150,1029,0,0,0.5,0,0,0,0.5,0.5
ENSG00000169469,267,0,0,0,0,0,0,0,0
ENSG00000177551,405,7,5,10,13,10,16,10.5,8
ENSG00000197323,3453,1281,1681.5,1471,1543,1207.5,1802.5,1246.5,1792
ENSG00000244094,216,18.87,13.59,18.33,23.99,23.92,19.73,15.32,27.86
ENSG00000178104,9259,630.95,753.8,626.23,699.98,538.2,752.53,516.22,737.59
ENSG00000079335,2483,100.7,123,141.75,143.32,145.33,177.75,142.17,210.32
ENSG00000143119,657,0,0,0,0,1,1,0,0
ENSG00000117362,803,1754,2030,1862,2087,1505,2128,1559,2232
ENSG00000160685,1719,100,105,91,105,81,125,99,151
ENSG00000143520,7173,0,0,0,0,3,0,0,0
ENSG00000171943,1377,303,373.25,357.08,364.34,307.52,442.21,251.03,377.37
ENSG00000196734,354,0,0,0,0,1.9,0,0,0
ENSG00000155761,6677,2,10,6.25,5,5,12,6,8
ENSG00000159208,1155,14,18,11,17,4,15,9,13
ENSG00000143373,3819,1406.75,1802.5,1533,1677.5,1223.83,1774.5,1242,1781.5
ENSG00000116830,3486,1950,2454,2093,2175,1739.5,2367,1737,2473
ENSG00000143556,303,0,0,0,0,1,0,1,0
ENSG00000286219,879,171.45,185.68,186.93,190.01,158.93,212.25,158.53,211.75
ENSG00000163218,1119,0,0,1,0,0,0,0,0
ENSG00000173207,262,694.06,840.02,774.05,827.67,698.62,979.12,717.02,1077.88
ENSG00000143614,2213,2140,2900,2409,2452,2043.5,2904.5,2029,2914.83
ENSG00000169418,3183,10,15.5,7.83,8,8,14,11,10
ENSG00000285946,285,0,0,0,0,0,0,0,0
ENSG00000081026,4565,607,799,613,715.5,585,800.5,499,726
ENSG00000116473,552,840.83,1098.75,955,953.83,837.33,1281.67,797.67,1293.5
ENSG00000085465,2034,4,6,14,12,8,8.5,5,9
ENSG00000197364,303,0,0,0,1,0,0,1,0
ENSG00000186150,522,0,0,0,0,0,0,0,1
ENSG00000143554,2433,241,294,244,284,215,301,193,240
ENSG00000143458,1344,103,170,159,146,132,182,124,176
ENSG00000118298,1092,11,8,13,11,7,16,6,13
ENSG00000143595,988,7,3.5,8.5,7.5,9.5,9,12,7
ENSG00000073754,1041,0,0,0,0,0,0,0,0
ENSG00000143546,279,0,0,0,0,0,0,0,1
ENSG00000143416,1550,827,1018.5,885.5,1009,828,1108,712.5,1071.83
ENSG00000131781,1735,27,42.5,44.5,33,28,48.5,33,55
ENSG00000286106,822,48.06,54.84,53.56,55.56,43.82,58.85,45.06,61.13
ENSG00000121851,654,229.5,257.5,265,268.5,237.5,334.5,213,316
ENSG00000134202,734,1890.5,2292.33,1979.5,2181.5,1816,2563.5,1749.5,2443.5
ENSG00000163220,342,0,0,0,0,1,0,1,0
ENSG00000163155,717,182,203,217,210,175,239,182,252
ENSG00000163216,216,5.87,6.29,4.08,3.49,6.92,3.78,3.32,4.61
ENSG00000143603,2256,64.42,86.89,56.45,75.98,48.08,63.33,47.98,68.67
ENSG00000160688,1998,944,1249,1199.5,1314.5,927,1377,1039,1528.83
ENSG00000116459,768,5690.66,7199.25,6613.6,6785.38,5540.65,7832.15,5791.21,8761.98
ENSG00000163344,576,947.67,1146,1022,1155,809,1165,946,1296.67
ENSG00000162738,1563,292.5,393,358,398,264,406,272.5,387
ENSG00000143552,5664,1,0,1,1,0,1,1,1
ENSG00000186364,984,105,121,114,147,102,114.5,110.5,142
ENSG00000175984,2784,137,168,153,194,127,212,143,223
ENSG00000143127,3501,0,2,3,3,0,1,2,3
ENSG00000186844,330,0,0,0,0,1.27,0,0,0
ENSG00000241794,216,3.53,4.54,4.08,3.24,4.27,2.73,2.57,2.86
ENSG00000203783,348,0,1,1,0,0,1,0,1
ENSG00000143549,1357,4614.35,5494.13,5067.08,5799.66,4325.38,6138.53,4326.63,6329.97
ENSG00000116824,1070,0,0,0,1,0,0,0,0
ENSG00000088035,1579,647.5,853.5,777,714.5,546.5,804,568,959
ENSG00000163354,2366,4,0,2,1,0,2,1,1
ENSG00000163206,348,0,0,0,0,0,0,0,0
ENSG00000024526,2466,741.5,1006.67,787.33,799.08,698.17,1010.83,664.17,981.83
ENSG00000273136,4621,66.27,72.23,71.13,81.18,60.47,78.33,59.67,87.57
ENSG00000162825,16946,18.52,31.53,23.39,27.52,16.03,28.05,16.32,21.62
ENSG00000169474,267,0,0,0,0,0,0,0,0
ENSG00000198019,953,0,0,0,0,0,0,0,0
ENSG00000163352,183,0,0,0,0,0,0,0,0
ENSG00000283227,324,0,0,0,0,0,0,0,0
ENSG00000258465,1034,645.5,838.5,680.5,759,572.5,896.75,578.5,918.5
ENSG00000288460,210,0,0,0,0,0,0,0,0
ENSG00000117262,1528,329.67,434.67,391,370.25,309,446.67,319.92,496.25
ENSG00000203782,936,0,2,2,1,0,0,0,0.83
ENSG00000163263,303,0,0,0,0,0,0,0,0
ENSG00000143624,3379,3308.5,4125.5,3436,3668.5,2735.5,3681,2691,4045
ENSG00000253831,1083,40.33,47.5,59.5,61,49.5,79.5,53.5,73.33
ENSG00000163221,276,0,0,0,0,0,0,0,0
ENSG00000271567,492,1.54,1.89,0.73,2.01,1.45,1.63,0.96,1.77
ENSG00000270629,8964,60.44,53.86,49.16,58.83,54.62,68.06,52.58,68.94
ENSG00000137947,948,1380,1772,1768,1871,1443.5,2120.5,1561,2398.5
ENSG00000117586,552,1,2,0,2,0,1,0,3
ENSG00000239887,945,22,19.5,19.5,23.5,28.5,23,20,27.5
ENSG00000184330,303,0,0,0,0,0,0,0,0
ENSG00000014914,2159,15,22,20,24,21,22,23,39
ENSG00000162728,1179,0,0,1,2,2,0,1,0
ENSG00000184371,1722,110,115,133,133,101,147,104,154
ENSG00000143375,3609,326,399,413,385,351,461,316,449
ENSG00000271425,11592,49,49.78,51.03,56.49,43.44,54.16,50.88,56.73
ENSG00000163154,552,0,0,0,1,0,0,0,0
ENSG00000143569,3435,5193.5,7063.5,6260,6189,5113,6355.33,5088,7418
ENSG00000184148,237,0,0,0,0.12,0,0,0,0.5
ENSG00000196184,960,0,0,0,0,0,0,0,0
ENSG00000162729,1839,521.5,586.5,512.5,653.5,470,627,450,604
ENSG00000143158,381,595,727,586.5,665,467,720,538,800
ENSG00000271092,715,73.5,98,93.75,98.75,79.5,110.5,78.25,120
ENSG00000162739,996,0,0,0,0,0,0,0,0
ENSG00000203785,216,4.67,6.29,4.13,3.99,6.92,4.73,3.32,4.36
ENSG00000159516,219,1.33,1.98,1.83,1.48,2,1.48,1.17,0.64
ENSG00000117281,707,0,0,0,0,0,0,0,0
ENSG00000000460,2738,900.5,1077,965,942.5,774.5,1203,761,1181.5
ENSG00000249730,935,0,0,0,0,0,0,0,0
ENSG00000188859,783,0,0,0,0,0,1,0,1
ENSG00000264522,2529,596.5,764,724.5,812.5,668,824,677,965.5
ENSG00000163564,1656,0,0.33,0,0,0,0,0,0
ENSG00000135862,4827,7271.33,9509.5,7493.5,7662.5,6183,8960,5873,8533.5
ENSG00000158473,1005,57.25,42,53.5,67.5,49.83,64.75,45,57
ENSG00000163191,315,3087.56,3869.23,3405.36,3457.35,2804.71,4238.61,2878.25,4243.83
ENSG00000215853,2352,0,0,0,0,0,0,0,0
ENSG00000143198,563,1809,2187,1983,2168,1715,2392.5,1697,2493.5
ENSG00000143318,1188,0,0,2,1,0,0,2,0
ENSG00000143297,3064,0,0,0,0.5,0,0,0,0
ENSG00000162736,2440,2340,3073,2702.5,3035.5,2212,3172,2190,3416.5
ENSG00000117560,843,0,0,0,0,0,0,0,0
ENSG00000135823,765,326,440,379,424,337,485,379,469
ENSG00000171722,800,0,0,0,0,0,0,0,0
ENSG00000143621,1226,14096.83,17409.5,16347,17890.08,13421.83,19263.16,14744.4,22124.33
ENSG00000143155,834,1270,1590.5,1439,1504,1234,1744.5,1181.5,1835
ENSG00000143156,1169,355.5,441.17,429,486.5,379.5,540,358,580.5
ENSG00000198771,1248,2,3,6,4,2,6,4,4
ENSG00000116147,4074,0,0,0,0,0,0,0,0
ENSG00000213064,480,639,802,647,763,623.5,883.5,607,882.5
ENSG00000143179,819,2011,2526.5,2334.5,2470.5,2175,2986,2127,3206.5
ENSG00000143315,1269,279,334,336,346,243,354,276,407
ENSG00000116199,1227,188,262,247,265.5,198,310.5,202.5,270
ENSG00000143185,342,0.5,1.5,1.5,1.5,3,1,0.5,1
ENSG00000007933,1608,0,0,0,0,0,0,0,0
ENSG00000280778,131,26.5,32.5,34.5,27.5,25,39,23.5,41
ENSG00000116260,2247,1074.5,1311,1194.5,1356,990,1495,1015,1467.5
ENSG00000117475,1254,341,423.5,433.5,429,334.5,512.5,392.5,539
ENSG00000143340,501,2,1,2,1,3,3,5,4
ENSG00000143190,2483,900.67,1174.5,1011,1051.5,912.33,1223.5,828.5,1175
ENSG00000159348,1052,432,563,547,599,446,606,480,701
ENSG00000075945,2461,1067,1362,1286.5,1279,996,1414,984.5,1469
ENSG00000162779,3036,2,0,1,4,1,2,5,5.5
ENSG00000122432,1311,0,2,0,0,2,1,2,0
ENSG00000092607,1905,2,3,5,2,4,4,3,5
ENSG00000117091,955,1,0,0,0,0,1,0,0
ENSG00000163209,507,1,0,0,0,0,0,0,0
ENSG00000122218,3699,5574,7276.5,6587.5,6739.33,5451.5,7182.5,5619,8027.17
ENSG00000143171,1389,13,11,7,6,10,7,7,14
ENSG00000047410,7324,3420.33,4646.33,4492,4291,3812,5238.83,3679.5,5677.83
ENSG00000018625,3060,3.33,6.25,7.67,6.25,3.83,4.67,5.17,4.08
ENSG00000171806,1116,109,161,167,173,117,199,140,199
ENSG00000213088,1035,0,0,0,0,0,0,0,0
ENSG00000198574,396,0,0,0,0,0,0,0,0
ENSG00000134216,1656,0,0,0,0,0,0,0,0
ENSG00000162694,1014,300,379,313,343.5,311.5,454.5,265.5,417.5
ENSG00000163207,1755,1,0,0,0,0,0,0,0
ENSG00000132716,2036,952,1225.17,1009.5,1222.67,863.42,1279.42,903.5,1309.75
ENSG00000183853,2319,636.5,749.5,735,823.5,663,869,693,876
ENSG00000143401,858,4089.98,5071.72,4776.39,4972.31,4335.99,6338.33,4184.75,6187.77
ENSG00000118197,2147,215.5,286,314,268,258,405,272,389
ENSG00000135842,2822,280,313.5,258,306.5,209.5,311,242,374.5
ENSG00000198734,6687,2,7,5,4,3,0,1,4
ENSG00000077152,595,2090.17,2776.5,2651,2778,2319,3481,2304,3445.5
ENSG00000143164,2891,514.67,735,586,614,477.5,687,427.5,694.5
ENSG00000133048,1149,0,0,0,0,0,0,0,0
ENSG00000121454,1183,54,79,77,80,61,120,64,87
ENSG00000126070,2609,308.5,444.75,344.5,389.5,324,438.5,299.5,445
ENSG00000184155,927,0,0,0,0,0,0,0,0
ENSG00000163157,1060,2.5,2,3,0,1,1,1,3
ENSG00000117036,1565,507.83,671.5,742.5,812,657.5,952.5,666.5,958.33
ENSG00000058085,3584,65,67,63,61.5,43,86,58,72
ENSG00000183155,369,502,586,548,628,470,629,518,738
ENSG00000117533,423,119,120.5,111,124,96,176,113,171
ENSG00000116815,770,200.5,259.5,264.5,252.5,171,305,195.5,309.5
ENSG00000116741,633,141,194,205,184,136,207,135,241
ENSG00000122482,3981,1331,1819,1771,1825.5,1468,2285,1483.5,2431.5
ENSG00000123843,756,0,0,0,0,0,0,0,0
ENSG00000143167,1024,1,0,1,0,0,1,2,1
ENSG00000143184,342,1.5,2.5,1.5,2.5,5,2,0.5,3
ENSG00000203685,432,15,16,16,13.5,10,11,7,9
ENSG00000131788,1914,512,699,689,720,574,778,549,770
ENSG00000171786,399,0,0,0,1,0,0,0,0
ENSG00000177807,1309,2,4,8,7,6,11,11,13
ENSG00000163485,1012,20,36,29,31,24,38,27,43
ENSG00000123838,1817,0,0,0,0,0,0,0,0
ENSG00000000971,3704,9.33,19,15.5,17,12.5,16,12,14.33
ENSG00000118200,4482,601.67,852,640,712,599,832,635,871.5
ENSG00000143228,1392,748,959.5,922.5,878,727,1104,752,1136
ENSG00000174514,1607,25,29,31,28,26,40,18,38
ENSG00000143178,1444,3,2,7,6,2,9,3,8
ENSG00000162409,1663,628.5,872,792.5,795.5,611,935,619.75,921
ENSG00000116833,2228,45,59,61,45,52,72,43,75
ENSG00000135824,620,0,1,0,0,0,0,0,0
ENSG00000000457,2226,165,198,215,203,145,250,160,251
ENSG00000286185,11529,12.49,15.12,10.01,13.55,11.53,20.85,16.19,12.08
ENSG00000143507,1446,101.5,120,140.5,123,102,142,110,164
ENSG00000198483,3003,2,0,1,2,1,0,0,2
ENSG00000143367,1180,369,410,432,497,368,535.5,411,613
ENSG00000197959,2695,116.17,131.33,130.5,124.33,120.5,159.33,114.33,173.67
ENSG00000133063,1457,0,0,0,0,0,0,0,0
ENSG00000180999,863,0,0,0,0,0,0,0,1
ENSG00000203784,294,0,0,0,0,0,0,0,0
ENSG00000157064,991,43.5,65,70,73,46,77,59.5,81
ENSG00000203666,1023,64.5,79.4,92,93.5,70,122.17,88,111
ENSG00000059588,4863,888.5,1144,925.5,1019,700,1005,778,1082.5
ENSG00000265972,1258,699,847.5,659,691,434.5,595,449.5,667.5
ENSG00000143162,766,883,1085,962,1073,792,1155.5,848,1178
ENSG00000159166,1862,0,0,0,0,0,0,0,0
ENSG00000117153,1818,462,627,600.83,583,454,631.5,431,678.5
ENSG00000122224,2250,29.5,33.5,25,23,15,23,19.5,22
ENSG00000131779,791,265,303,360.5,384,265,347,284,349
ENSG00000162782,3105,1,0,2,1,1,0,2,0
ENSG00000162704,474,1933.33,2279,2191,2361.5,1889,2693,1858.5,2558
ENSG00000143653,1287,491,620,543,642.5,491,705,492,704
ENSG00000135837,9598,903.5,1286.5,1012.5,900,798,1131,775.33,1102.5
ENSG00000117595,1430,68,112,115,103,99,111,86,132
ENSG00000158711,1428,71,82,92,102,75,119.5,85,86
ENSG00000163444,1128,211.97,287.35,219.2,304.8,204.33,282.62,206.12,294.47
ENSG00000162851,1188,202.67,238.83,249.83,271,205.5,329,232.5,378.67
ENSG00000143353,711,409,551,448.5,519,428,645,452,674.5
ENSG00000197965,820,726.33,892.17,877,915.5,733,1006.5,697.5,997.5
ENSG00000143493,2952,1320.5,1716.5,1614.5,1628,1356.5,1963.5,1343,2198
ENSG00000179397,2872,4,9,9,5,10,10,7,3
ENSG00000117592,672,7943.75,9505,8686.33,9753.77,7315.17,10567.33,7423.5,11141.67
ENSG00000152904,900,260.5,392,354.75,364.25,289.75,485,325.5,526.25
ENSG00000186197,687,148,191,153,191,156,220,134.5,185.5
ENSG00000094963,1665,0,0,0,0,0,0,0,0
ENSG00000162670,2298,30,41,37,33,28,28,21,38
ENSG00000159176,645,125.5,136,151,189,122,183.5,142,201
ENSG00000162761,1146,0,0,0,0,0.5,0,0,0
ENSG00000143199,4967,8,16,15,19,12,15,14,18
ENSG00000117479,1491,152,209,205,253,199,291,205,318
ENSG00000179930,1704,5,5,5,7.33,6,3,8,10
ENSG00000007908,1830,0,0,1,0,0,0,0,0
ENSG00000092978,1614,365,487.5,472,559,392.5,614,461.5,635
ENSG00000143499,1304,403,500,477,483,371,522.5,360,563
ENSG00000163518,1545,0,0,0,0,0,0,0,0
ENSG00000188404,1155,4,5,4,7,2,4,3,4
ENSG00000143196,603,0,0,0,0,0,0,0,0
ENSG00000203697,2342,3,1.5,0.5,3,0,3,1,5
ENSG00000116574,774,200.5,238.7,209.5,244.7,199,263.67,194.5,290
ENSG00000186283,1337,469.5,615.5,532,627.5,530.5,615.5,508,675.5
ENSG00000159346,1125,863.5,882.17,1000.5,914,794.83,1059.67,747.67,1086.83
ENSG00000160856,2274,0,0,0,0,0,0,0,0
ENSG00000121481,1008,871.5,1245.83,1057.5,1080,887,1297.83,918,1392.5
ENSG00000117139,5360,1417.14,2010.75,1962,1811.45,1632.5,2218.83,1596.5,1963.94
ENSG00000143248,659,10,22,25,28,19,25,24,31
ENSG00000132704,1704,0,0,0,0,0,0,0,0
ENSG00000162814,1083,25,33,26,32,20,50,26,35
ENSG00000163435,1113,1,1,2,2,0,3,3,2
ENSG00000116132,788,41,45,43,41.5,34,49,34,47
ENSG00000116679,2025,781.83,1020,943.2,985,752,1208.67,760.33,1159.33
ENSG00000162706,1296,0,0,0,0,0,0,0,0
ENSG00000021852,1836,0,0,0,0,0,0,0,0
ENSG00000152092,3920,3,7,5,3,1,3,2,5
ENSG00000143476,2190,2495.5,3344,3237.5,3313,2683,3707,2636.5,3861
ENSG00000121486,2204,1351,1790,1626,1538,1308,1848.2,1274.33,1976
ENSG00000117594,876,0,0,0,0,0,0,0,0
ENSG00000057252,1650,1419,1989,1618,1797.5,1341,1972,1403,2178.5
ENSG00000123685,381,52.5,49,55,75.5,45,92,54,72
ENSG00000162852,2187,97,131,115.5,102,107,172,100,153
ENSG00000143842,1892,208,257.5,227,256.5,186,264,184.5,227
ENSG00000116962,3741,4868.17,6194,5249.5,5618.67,4345.33,6155.33,3939.17,5460.33
ENSG00000159388,474,196,253,230,254,213,288,243,288
ENSG00000154380,2597,4726,6091.5,5322,5413.5,4319,5974.5,4163,6225.5
ENSG00000181450,1827,219.89,311.32,289.7,272.55,230,379.45,246.23,388.05
ENSG00000120333,476,1296,1519.5,1478,1548.5,1224.5,1682.5,1318,1944
ENSG00000117090,1151,0,0,0,0,0,0,0,0
ENSG00000162753,3372,0,1,0,0,0,0,0,1
ENSG00000264343,764,107.2,132.48,122.81,120.57,109.47,144.95,103.73,145.86
ENSG00000143355,1391,34.5,66.5,71,67,47,66.5,33.83,63.5
ENSG00000117597,2405,771,941,880,1059.5,763,1064.5,814,1146.5
ENSG00000121644,675,331,413,388,408.5,377.5,485.5,363,488
ENSG00000174502,2662,0,0,0,0,0,0,0,0
ENSG00000158715,1659,31,45,43,41,37,48,28,52
ENSG00000143195,1984,78,132,105,124,93,120,70,118
ENSG00000162849,6347,45,52.5,44.5,52,34.5,54,27,43.33
ENSG00000067533,846,1288,1579.5,1577,1779.5,1351,2017.5,1478,2331.33
ENSG00000133055,1431,0,0,0,0,0,0,0,0
ENSG00000196071,936,0,0,0,0,0,0,0,0
ENSG00000116209,1058,2460.5,3079.33,2880,3119,2384.5,3448,2391.5,3599
ENSG00000143643,2779,425,557,514,563,475,626,456.5,704.33
ENSG00000116161,684,3878.17,4942.83,4755.16,4601.66,3797.67,5465.12,3887.83,5831.16
ENSG00000143847,3706,26,25,28,27,30.5,34,16.5,27.5
ENSG00000173627,1101,0,0,0,0,0,0,0,0
ENSG00000067704,3036,3770.5,4875,4036.5,4253,3385.5,5186,3578.33,5337
ENSG00000077157,3481,75.33,98.83,83.33,89.83,75.33,110,69.33,101.5
ENSG00000152104,3561,630,840.5,724.5,745,595,759,567,762.5
ENSG00000162909,2103,2466.5,3022.5,2643.5,2993.5,2216,2979.5,2167,3002
ENSG00000122180,672,0,0,0,0,0,0,0,0
ENSG00000117650,1429,834.54,1059.98,1004.98,996.14,803.31,1218.48,795.71,1246
ENSG00000203724,435,75.5,106,77,81,64,84,59,103
ENSG00000158764,975,0,0,1,0,0,0,0,0.5
ENSG00000188783,1146,0,2,4,2,2,2,3,0
ENSG00000284188,546,0,0,0,0,0,0,0,0
ENSG00000168118,654,604,745,649.5,701.5,614.5,806.5,619,812
ENSG00000173726,435,2216.66,2733.38,2556.09,2786.49,2438.68,3349.81,2549.08,3651.26
ENSG00000270188,72,0,0,0,0,0,0,0,0
ENSG00000152382,1005,612.5,773,675,765,580.5,866,603.5,948
